VERSION	2020-38079
DATE	2021-11-22, 18:21:33 (+0800)
-7.50000 4.00000 1.50000 -45.3931
-7.50000 4.00000 1.50000 -45.4005
-7.50000 4.00000 1.50000 -45.4080
-7.50000 4.00000 1.50000 -45.4155
-7.50000 4.00000 1.50000 -45.4230
-7.50000 4.00000 1.50000 -45.4306
-7.50000 4.00000 1.50000 -45.4382
-7.50000 4.00000 1.50000 -45.4457
-7.50000 4.00000 1.50000 -45.4533
-7.50000 4.00000 1.50000 -45.4610
-7.50000 4.00000 1.50000 -45.4686
-7.50000 4.00000 1.50000 -45.4763
-7.50000 4.00000 1.50000 -45.4839
-7.50000 4.00000 1.50000 -45.4917
-7.50000 4.00000 1.50000 -45.4994
-7.50000 4.00000 1.50000 -45.5071
-7.50000 4.00000 1.50000 -45.5149
-7.50000 4.00000 1.50000 -45.5227
-7.50000 4.00000 1.50000 -45.5305
-7.50000 4.00000 1.50000 -45.5383
-7.50000 4.00000 1.50000 -45.5462
-7.50000 4.00000 1.50000 -45.5540
END_DATA
